,DEPARTAMENTO,Year,ODS 1.1.1,ODS 1.2.1,ODS 1.3.1,ODS 1.4.1,ODS 2.1.1,ODS 2.2.1,ODS 2.2.2,ODS 3.1.2,ODS 3.2.1,ODS 3.2.2,ODS 3.3.1,ODS 3.3.2,ODS 3.3.3,ODS 3.3.4,ODS 3.5.2,ODS 3.6.1,ODS 3.7.1,ODS 3.7.2,ODS 3.8.1,ODS 3.a.1,ODS 3.c.1,ODS 4.1.1,ODS 4.1.2,ODS 4.1.3,ODS 4.1.4,ODS 4.2.2,ODS 4.3.1,ODS 4.5.1,ODS 4.6.1,ODS 4.a.1,ODS 4.a.2,ODS 4.a.3,ODS 4.c.1,ODS 5.2.1,ODS 5.5.2,ODS 5.5.3,ODS 5.5.4,ODS 6.1.1,ODS 6.2.1,ODS 7.1.1,ODS 7.1.2,ODS 8.1.1,ODS 8.2.1,ODS 8.5.1,ODS 8.5.2,ODS 8.6.1,ODS 8.7.1,ODS 9.2.2,ODS 10.1.1,ODS 10.2.1,ODS 10.3.1
287,ICA,2020,0.6,8.9,NA,NA,NA,5.9,0.5,99.3,13,NA,95,NA,NA,NA,NA,NA,60.1,NA,70.8,NA,2376,NA,NA,NA,NA,3.5,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,92.7,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,JUNIN,2020,7.3,33,NA,NA,NA,17.5,0.7,93.8,23,NA,103,NA,NA,NA,NA,NA,51.5,NA,76.4,NA,2334,NA,NA,NA,NA,7.2,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,93.4,NA,92.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,LA LIBERTAD,2020,7.3,33,NA,NA,NA,13.4,0.3,93.5,13,NA,238,NA,NA,NA,NA,NA,55.8,NA,73.6,NA,6604,NA,NA,NA,NA,5.1,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,93.9,NA,98.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,LAMBAYEQUE,2020,0.6,17.3,NA,NA,NA,9.5,0.5,97.7,13,NA,24,NA,NA,NA,NA,NA,53.3,NA,79,NA,3345,NA,NA,NA,NA,6.3,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,92.5,NA,98.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,LIMA,2020,2.9,27.5,NA,NA,NA,4.6,0.2,99.7,NA,NA,1822,NA,NA,NA,NA,NA,58.9,NA,73.1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,95.8,NA,99.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,LORETO,2020,7.3,33,NA,NA,NA,25.2,0.7,73.8,23,NA,248,NA,NA,NA,NA,NA,51.5,NA,85.1,NA,1122,NA,NA,NA,NA,6.1,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,63.6,NA,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,MADRE DE DIOS,2020,3,8.9,NA,NA,NA,8.6,0.7,98,17,NA,70,NA,NA,NA,NA,NA,55.2,NA,72.1,NA,197,NA,NA,NA,NA,4.9,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,86.3,NA,95.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,MOQUEGUA,2020,3,17.3,NA,NA,NA,2.2,0.1,99.5,13,NA,33,NA,NA,NA,NA,NA,57.4,NA,77.9,NA,353,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,96.9,NA,96.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,PASCO,2020,12.9,43.6,NA,NA,NA,18,0.2,97.9,23,NA,12,NA,NA,NA,NA,NA,61.6,NA,84.4,NA,273,NA,NA,NA,NA,5.4,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,81.8,NA,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,PIURA,2020,3,33,NA,NA,NA,13,0.6,93.7,17,NA,194,NA,NA,NA,NA,NA,61.2,NA,79.8,NA,2661,NA,NA,NA,NA,7.1,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,87.5,NA,96.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,LIMA PROVINCIAS,2020,3,26.2,NA,NA,NA,8.6,0.5,99.5,NA,NA,121,NA,NA,NA,NA,NA,64,NA,75.2,NA,NA,NA,NA,NA,NA,4.4,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,92.5,NA,97.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,PUNO,2020,7.3,43.6,NA,NA,NA,14.2,0.3,95.1,22,NA,65,NA,NA,NA,NA,NA,29.6,NA,68.2,NA,1796,NA,NA,NA,NA,9.9,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,76.5,NA,93.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,RESTO PAIS,2020,6.3,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,RURAL,2020,13.7,45.7,NA,NA,NA,24.8,0.4,85.6,22,NA,NA,NA,NA,NA,NA,NA,48.7,69,87.5,0.5,NA,NA,NA,NA,NA,13.8,NA,NA,13.8,NA,NA,NA,NA,9,NA,NA,NA,77.7,NA,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,SAN MARTIN,2020,3,26.2,NA,NA,NA,10.8,0.5,93.2,23,NA,109,NA,NA,NA,NA,NA,54,NA,84.3,NA,630,NA,NA,NA,NA,6.3,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,93.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,SELVA,2020,6,31,NA,NA,NA,16.8,0.7,86.6,NA,NA,NA,NA,NA,NA,NA,NA,53.4,NA,NA,1.3,NA,NA,NA,NA,NA,6.7,NA,NA,6.7,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,SELVA RURAL,2020,10.1,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,SELVA URBANA,2020,3.7,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,SIERRA,2020,9.9,37.4,NA,NA,NA,21.2,0.4,94.2,NA,NA,NA,NA,NA,NA,NA,NA,46.9,NA,NA,0.3,NA,NA,NA,NA,NA,9.8,NA,NA,9.8,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,SIERRA RURAL,2020,16.4,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,SIERRA URBANA,2020,4.5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,TACNA,2020,3,26.2,NA,NA,NA,1.9,0,98.7,17,NA,60,NA,NA,NA,NA,NA,51.9,NA,68.4,NA,1251,NA,NA,NA,NA,3.1,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,97.4,NA,98.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,TOTAL,2020,5.1,30.1,NA,NA,NA,12.1,0.5,95.7,16,NA,4464,NA,NA,NA,NA,NA,55,39,77.2,1.2,90094,NA,NA,NA,NA,5.5,NA,NA,5.5,NA,NA,NA,NA,8.8,NA,NA,NA,91.3,NA,96.3,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA
310,TUMBES,2020,3,33,NA,NA,NA,7.3,0.9,99.4,17,NA,40,NA,NA,NA,NA,NA,65.2,NA,85.4,NA,236,NA,NA,NA,NA,3.9,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,81.4,NA,99.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,UCAYALI,2020,3,26.2,NA,NA,NA,17.4,1.4,87.3,22,NA,286,NA,NA,NA,NA,NA,58.4,NA,76.7,NA,629,NA,NA,NA,NA,3.1,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,79.3,NA,90.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,URBANA,2020,2.9,26,NA,NA,NA,7.2,0.5,99,15,NA,NA,NA,NA,NA,NA,NA,57.1,32,74.5,1.4,NA,NA,NA,NA,NA,3.6,NA,NA,3.6,NA,NA,NA,NA,8.8,NA,NA,NA,94.9,NA,99.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,COSTA,2009,1.5,20.7,32.4,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,NA,NA,NA,NA,NA,NA,NA,NA,4.1,25.4,1,4.1,NA,NA,NA,NA,NA,NA,NA,34.9,NA,NA,96.8,83.4,NA,NA,NA,6.1,18.7,NA,NA,2.9,NA,NA
314,COSTA RURAL,2009,7.8,46.5,NA,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,NA,NA
315,COSTA URBANA,2009,1.6,23.7,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA
316,LIMA,2009,0.7,16.1,35.8,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4,NA,NA,NA,NA,NA,NA,3,25.5,NA,3,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,99.5,92,NA,NA,6.3,6.1,18.9,NA,15.9,3.1,20.1,NA
317,RESTO PAIS,2009,13.4,41.2,19.6,NA,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,NA,NA,80.5,46.6,NA,NA,NA,5.7,15.8,NA,NA,NA,NA,NA
318,RURAL,2009,29.8,66.7,6.5,NA,42.5,NA,NA,61,35,13,NA,NA,NA,NA,NA,NA,42.3,112,71.1,NA,NA,NA,NA,NA,NA,18.3,9.3,1,18.3,NA,NA,NA,NA,NA,NA,NA,46.2,NA,NA,55.1,7.9,NA,NA,2.5,NA,13.1,NA,4.6,3.9,27.8,NA
319,SELVA,2009,15.8,47.1,13.3,NA,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3,NA,NA,NA,NA,NA,NA,NA,NA,8.2,14.6,1.1,8.2,NA,NA,NA,NA,NA,NA,NA,43.2,NA,NA,68.4,33.8,NA,NA,NA,4.5,18.9,NA,NA,-0.3,NA,NA
320,SELVA RURAL,2009,28.6,64.4,NA,NA,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,NA,NA
321,SELVA URBANA,2009,5.2,32.7,NA,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA,NA
322,SIERRA,2009,20.1,48.9,16,NA,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4,NA,NA,NA,NA,NA,NA,NA,NA,13.6,22.2,1,13.6,NA,NA,NA,NA,NA,NA,NA,36.1,NA,NA,76.3,34.1,NA,NA,NA,5.6,12.7,NA,NA,7.2,NA,NA
323,SIERRA RURAL,2009,34,71,NA,NA,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA
324,SIERRA URBANA,2009,3.8,23.2,NA,NA,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA
325,TOTAL,2009,9.5,33.5,24.8,NA,29.1,23.8,NA,82.5,26,11,NA,84,129,3,NA,NA,50,67,60.5,NA,NA,NA,NA,NA,NA,7.6,23,1,7.6,NA,NA,NA,NA,NA,NA,NA,36.3,NA,NA,86.3,60.5,0.4,-1,4.7,5.9,16.8,NA,10.6,4,27.1,NA
326,URBANA,2009,2,21.3,30.8,NA,24.2,NA,NA,94.4,21,10,NA,NA,NA,NA,NA,NA,53.3,52,56.6,NA,NA,NA,NA,NA,NA,4.2,27.6,1,4.2,NA,NA,NA,NA,NA,NA,NA,34.8,NA,NA,97.8,80,NA,NA,5.2,NA,18,NA,13,4,24.3,NA
327,COSTA,2010,1.5,19.8,33.3,NA,20.3,14.9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6,NA,NA,NA,NA,NA,NA,NA,NA,4.2,25.1,1,4.2,NA,NA,NA,NA,NA,NA,NA,34.9,NA,NA,97.2,86.2,NA,NA,NA,5.5,17.7,NA,NA,5.7,NA,NA
328,COSTA RURAL,2010,6.7,38.3,NA,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA
329,COSTA URBANA,2010,1.7,23,NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA
330,LIMA,2010,0.8,15.8,36.6,NA,17.5,8.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7,NA,NA,NA,NA,NA,NA,2.9,24.8,NA,2.9,NA,NA,NA,NA,NA,NA,NA,36.3,NA,NA,99.4,94.5,NA,NA,6.4,5.7,18.3,NA,14.9,6,19.8,NA
331,RESTO PAIS,2010,10.7,37.4,20.6,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,NA,NA,82.7,49.7,NA,NA,NA,5,15,NA,NA,NA,NA,NA
332,RURAL,2010,23.8,61,7,NA,39.6,38.8,1,63.7,33,11,NA,NA,NA,NA,NA,NA,43.4,NA,75.9,NA,NA,NA,NA,NA,NA,18.3,9.9,1.1,18.3,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,58.5,8.7,NA,NA,2.7,NA,13.6,NA,4.5,7,27.9,NA
333,SELVA,2010,12.5,39.8,15.1,NA,32.8,28.5,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,NA,NA,NA,NA,NA,NA,NA,NA,7.4,15.7,1,7.4,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,69.6,36,NA,NA,NA,3.3,17.7,NA,NA,8.7,NA,NA
334,SELVA RURAL,2010,21.4,55.5,NA,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
335,SELVA URBANA,2010,5.3,27.2,NA,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA
336,SIERRA,2010,15.8,45.2,16.9,NA,36.6,34.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,13.3,24.8,1,13.3,NA,NA,NA,NA,NA,NA,NA,25.9,NA,NA,79.7,37.5,NA,NA,NA,5.3,12.4,NA,NA,6.3,NA,NA
337,SIERRA RURAL,2010,27.6,66.7,NA,NA,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA
338,SIERRA URBANA,2010,2.5,21,NA,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA
339,TOTAL,2010,7.6,30.8,25.8,NA,27.3,23.2,0.7,83.8,23,9,NA,81,102,4,NA,NA,50.5,NA,63.5,NA,56524,NA,NA,NA,NA,7.4,23.8,1,7.4,NA,NA,NA,NA,NA,NA,NA,31.2,NA,NA,87.9,63.6,7.5,6,4.8,5.3,16,NA,10.5,7.1,26.8,NA
340,URBANA,2010,1.9,20,31.8,NA,23,14.1,0.5,95,17,8,NA,NA,NA,NA,NA,NA,53.6,NA,59,NA,NA,NA,NA,NA,NA,4,28.2,1,4,NA,NA,NA,NA,NA,NA,NA,31.9,NA,NA,98.3,83.2,NA,NA,5.4,NA,16.8,NA,12.8,5.9,24.4,NA
341,COSTA,2011,1.2,17.8,33.8,NA,22,9.5,0.2,93.9,NA,NA,NA,NA,NA,NA,NA,NA,57.1,NA,NA,NA,NA,NA,NA,NA,NA,3.9,26.2,1,3.9,NA,NA,NA,NA,NA,NA,NA,43.3,NA,83.1,98,87.6,NA,NA,NA,5.4,18.1,NA,NA,4.4,NA,NA
342,COSTA RURAL,2011,8.3,37.1,NA,NA,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA
343,COSTA URBANA,2011,1.2,18.2,NA,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
344,LIMA,2011,0.5,15.6,37.4,NA,20.8,6.8,0.2,99,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,56,NA,NA,NA,NA,NA,NA,2.9,27.2,NA,2.9,NA,95.9,93.9,NA,NA,11.6,30.7,40.4,NA,89.8,99.6,95.6,NA,NA,6.9,5.6,18.4,NA,14.7,3.1,18,NA
345,RESTO PAIS,2011,8.9,33.3,21,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,NA,67.5,85,51.2,NA,NA,NA,4.7,15.2,NA,NA,NA,NA,NA
346,RURAL,2011,20.5,56.1,7.6,NA,38.5,37,0.7,64.4,NA,13,NA,NA,NA,NA,NA,NA,44.1,97,78.4,NA,NA,NA,NA,NA,NA,17.4,11.5,1,17.4,NA,36.6,12.2,NA,12.4,NA,NA,26.2,NA,46.1,63.7,10,NA,NA,3,NA,13.3,NA,4.1,6.7,27.7,NA
347,SELVA,2011,9,35.2,16,NA,30.5,28.2,0.8,63.1,NA,NA,NA,NA,NA,NA,NA,NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,7.7,16.3,1,7.7,NA,NA,NA,NA,NA,NA,NA,21.9,NA,51.7,73.4,37.3,NA,NA,NA,3.7,18,NA,NA,8.7,NA,NA
348,SELVA RURAL,2011,14.7,47,NA,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA
349,SELVA URBANA,2011,4.5,26,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA
350,SIERRA,2011,13.8,41.5,17.1,NA,36,30.7,0.3,79.3,NA,NA,NA,NA,NA,NA,NA,NA,43.7,NA,NA,NA,NA,NA,NA,NA,NA,12.7,24.6,1,12.7,NA,NA,NA,NA,NA,NA,NA,34.2,NA,68.9,82,38.8,NA,NA,NA,4.9,12.4,NA,NA,6.5,NA,NA
351,SIERRA RURAL,2011,24.6,62.3,NA,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA
352,SIERRA URBANA,2011,2,18.7,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA
353,TOTAL,2011,6.3,27.8,26.3,NA,27.7,19.5,0.4,85,NA,8,NA,93,80,3,NA,12.3,51.1,61,64.5,NA,59163,NA,NA,NA,NA,7.1,24.4,1,7.1,NA,50.5,30.7,NA,13.6,3.8,27.3,36.8,NA,74.4,89.5,64.9,5.5,4.8,5.3,5.1,16.2,NA,10.1,6.3,25.9,NA
354,URBANA,2011,1.4,18,32.2,NA,24,10.1,0.2,96,NA,6,NA,NA,NA,NA,NA,NA,54.2,50,59.6,NA,NA,NA,NA,NA,NA,4,28.3,1,4,NA,81.3,71.6,NA,14.1,NA,NA,38.7,NA,84.1,98.5,84.2,NA,NA,5.8,NA,17.2,NA,12.3,5.1,22.8,NA
355,COSTA,2012,1.1,16.5,35.8,NA,22.5,11.9,1,93.2,NA,NA,NA,NA,NA,NA,NA,NA,57.4,NA,NA,NA,NA,NA,NA,NA,NA,3.2,26.4,0.9,3.2,NA,NA,NA,NA,NA,NA,NA,35.7,NA,85.2,98.5,89,NA,NA,NA,4.9,16.6,15.6,NA,3.9,NA,18.4
356,COSTA RURAL,2012,4.9,31.6,NA,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA
357,COSTA URBANA,2012,1.1,17.5,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
358,LIMA,2012,0.7,14.5,39.6,NA,22.4,4.1,0.7,99.2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,58.6,NA,NA,NA,NA,NA,NA,2,28.7,NA,2,NA,93,92.8,NA,NA,NA,NA,33.4,NA,92,99.9,96.8,NA,NA,7.6,5,16,10.3,16.6,4.1,18.3,21.3
359,RESTO PAIS,2012,8.4,30.9,22.2,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,NA,68.3,87.3,53.5,NA,NA,NA,4.4,15.1,NA,NA,NA,NA,16
360,RURAL,2012,19.7,53,8.2,NA,33.3,31.9,0.6,69.6,29,11,NA,NA,NA,NA,NA,NA,44.7,NA,71.8,NA,NA,NA,NA,NA,NA,15.9,12,1,15.9,NA,31.9,13.6,NA,12.5,NA,NA,25.2,NA,45.4,68.4,10.8,NA,NA,3.2,NA,13.7,62.7,3.9,3,28.1,12.5
361,SELVA,2012,8.2,32.5,16.7,NA,26.1,21.6,0.6,72.4,NA,NA,NA,NA,NA,NA,NA,NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,7.2,18.5,1.1,7.2,NA,NA,NA,NA,NA,NA,NA,26.4,NA,53.7,75.9,41.8,NA,NA,NA,3.4,16.6,38.5,NA,4.3,NA,12.6
362,SELVA RURAL,2012,14.2,46.1,NA,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA
363,SELVA URBANA,2012,3.8,22.4,NA,NA,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA
